food_id,alimento,agua,alcohol,calcio,carbohidratos,colesterol,equivalentes_de_niacina_totales,fibra_dietetica_total,folato_total,fósforo,grasa_total,hierro_total,ioduro,magnesio,potasio,proteina_total,riboflavina,selenio_total,sodio,tiamina,viamina_e_equivalentes_de_alfa_tocoferol_de_actividades_de_vitámeros_e,vitamina_a_equivalentes_de_retinol_de_actividades_de_retinos_y_carotenoides,vitamina_b12,vitamina_b6_total,vitamina_c,vitamina_d,zinc,ácido_graso_120,ácido_graso_140,ácido_graso_160,ácido_graso_180,ácido_graso_181_n9_cis,ácido_graso_182,ácido_graso_183,ácido_graso_204_n6,ácido_graso_205,ácido_graso_226_n3,ácidos_grasos_monoinsaturados_totales,ácidos_grasos_poliinsaturados_totales,ácidos_grasos_saturados_totales,energia_kj,energia_kcal
2448,Licores de frutas,52.9,12.0,6.0,35.0,0.0,0.0,0.0,0.0,20.0,0.0,0.07,0.0,6.0,35.0,0.1,0.02,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,945.0,227.0
2449,Limonada,94.6,0.0,13.0,1.9,0.0,0.25,2.8,10.0,11.0,0.2,0.2,1.5,8.0,82.0,0.5,0.02,0.4,2.0,0.021,0.8,1.67,0.0,0.04,44.0,0.0,0.11,,,,,,,,,,,0.019,0.055,0.022,48.0,12.0
2450,"Refresco ""tipo gaseosa""",99.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2451,"Refresco con gas, sabor cola, sin cafeina",89.3,0.0,3.0,10.75,0.0,0.0,0.0,0.0,12.0,0.0,0.03,0.0,1.0,1.0,0.0,0.0,0.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,,,,,,,,,,0.0,0.0,0.0,183.0,44.0
2452,"Refresco con gas, sabor cola, sin cafeina, bajo en calorías",99.8,0.0,4.0,0.1,0.0,0.0,0.0,0.0,9.0,0.0,0.03,0.0,1.0,0.0,0.1,0.023,0.1,6.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.08,,,,,,,,,,,0.0,0.0,0.0,3.0,1.0
2453,Refresco de té,91.18,0.0,3.0,9.09,0.0,0.1,0.0,0.0,36.0,0.0,0.0,0.0,1.0,19.0,0.1,0.01,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,,,,,,,,,,,0.0,0.0,0.0,156.0,37.0
2454,"Refresco de té, bajo en calorías",91.18,0.0,3.0,0.0,0.0,0.1,0.0,0.0,36.0,0.0,0.0,0.0,1.0,19.0,0.1,0.01,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0
2455,"Refresco tipo ""tónica""",90.5,0.0,2.0,9.2,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,2.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,156.0,38.0
2456,"Refresco, con gas, sabor naranja",89.2,0.0,4.0,10.8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,18.0,0.0,0.0,0.0,6.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,184.0,44.0
2457,"Refresco, sabor cola",89.2,0.0,4.0,10.85,0.0,0.0,0.0,0.0,15.0,0.0,0.03,0.0,1.0,1.0,0.0,0.0,0.1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,,,,,,,,,,0.0,0.0,0.0,184.0,44.0
2458,"Refresco, sabor cola, bajo en calorías",99.9,0.0,4.0,0.1,0.0,0.0,0.0,0.0,12.0,0.0,0.03,0.0,1.0,4.0,0.0,0.0,0.1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0
2459,Sangría,87.6,7.9,7.0,3.8,0.0,0.07,0.0,0.0,9.0,0.0,0.5,0.0,10.0,78.0,0.2,0.01,0.0,3.0,0.01,0.01,1.0,0.0,0.0,4.0,0.0,0.3,,,,,,,,,,,0.0,0.0,0.0,297.0,71.0
2460,Sidra,90.3,3.7,8.0,6.0,0.0,0.01,0.0,0.1,3.0,0.0,0.49,0.0,3.0,72.0,0.0,0.01,0.0,7.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,209.0,50.0
2461,Tequila,62.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,1102.0,264.0
2462,Vino blanco,91.2,8.58,9.0,0.1,0.0,0.08,0.0,0.0,15.0,0.0,0.6,0.0,10.0,82.0,0.1,0.05,0.3,2.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.07,,,,,,,,,,,0.0,0.0,0.0,252.0,61.0
2463,"Vino dulce, tipo oporto",69.0,10.2,4.0,14.0,0.0,0.08,0.0,0.1,10.0,0.3,0.4,0.0,11.0,97.0,0.3,0.01,0.0,4.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.07,,,,,,,,,,,0.0,0.0,0.0,550.0,132.0
2464,Vino rosado,89.8,8.7,12.0,1.4,0.0,0.07,0.0,0.0,6.0,0.0,0.95,0.0,7.0,75.0,0.1,0.01,0.2,4.0,0.004,0.0,0.0,0.01,0.02,0.0,0.0,0.04,,,,,,,,,,,0.0,0.0,0.0,278.0,67.0
2465,Vino tinto,89.7,9.82,7.6,0.3,0.0,0.09,0.0,1.0,14.0,0.0,0.9,0.0,11.0,93.0,0.23,0.02,0.2,4.0,0.005,0.0,0.0,0.01,0.02,0.0,0.0,0.05,,,,,,,,,,,0.0,0.0,0.0,294.0,71.0
2466,Whisky,64.7,35.2,0.0,0.11,0.0,0.05,0.0,0.0,5.0,0.0,0.02,0.1,0.0,2.8,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,,,,,,,,,,0.0,0.0,0.0,1023.0,245.0
2467,Zumo de manzana,87.4,0.0,6.0,11.0,0.0,0.15,0.0,1.0,7.0,0.0,0.3,1.0,5.0,120.0,0.1,0.02,0.1,2.0,0.02,0.0,0.0,0.0,0.1,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,189.0,45.0
2468,Zumo de naranja,88.8,0.0,7.0,9.0,0.0,0.24,0.1,20.0,8.0,0.2,0.1,2.0,8.0,105.0,0.7,0.02,1.0,20.0,0.07,0.17,73.0,0.0,0.04,39.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,172.0,41.0
2469,Zumo de piña,86.2,0.0,13.0,10.7,0.0,0.25,0.1,10.0,6.0,0.1,0.2,0.0,12.0,112.0,0.4,0.02,0.1,2.0,0.05,0.03,2.0,0.0,0.1,9.0,0.0,0.1,,,,,,,,,,,0.0,0.0,0.0,192.0,46.0
2470,"Raya, cruda",77.4,0.0,38.0,0.8,65.0,5.85,0.0,3.0,155.0,1.26,0.75,3.0,30.0,250.0,20.56,0.01,36.5,90.0,0.02,0.0,3.0,6.0,0.37,0.0,0.0,0.98,,,,,,0.003,0.001,0.133,0.031,0.22,0.286,0.532,0.286,410.0,98.0
2471,Pulpo,79.3,0.0,144.0,1.4,48.0,6.8,0.0,13.0,170.0,1.4,1.2,64.0,28.0,230.0,17.9,0.04,44.8,363.0,0.07,2.1,70.0,3.0,0.36,0.0,0.0,1.7,,0.01,0.11,0.05,0.02,0.0,0.01,0.05,0.09,0.14,0.2,0.5,0.3,380.0,91.0
2473,Albahaca,6.4,0.0,154.0,20.5,0.0,6.95,40.5,247.0,490.0,3.98,42.0,,422.0,3433.0,14.4,0.32,2.8,34.0,0.15,7.48,264.0,0.0,2.32,61.2,0.0,5.82,,,,,,,,,,,0.45,2.17,0.24,741.0,178.0
2474,Albondigas en conserva,71.6,0.0,124.0,6.8,90.0,5.0,5.05,34.08,243.2,9.72,6.3,6.7,89.4,614.3,6.8,0.13,8.2,929.3,0.06,1.43,9.55,24.84,0.12,0.0,0.23,0.43,,,,,,,,,,,3.91,2.73,2.828,591.0,142.0
2475,Azafrán,11.9,0.0,110.0,61.5,0.0,1.46,3.9,0.0,250.0,5.9,11.1,,264.0,1720.0,11.4,0.267,5.6,150.0,0.115,,27.0,0.0,1.01,0.0,0.0,1.09,,,,,,,,,,,0.429,2.067,1.586,1458.0,350.0
2476,Bocadillo,47.21,0.0,57.8,35.28,,2.09,2.38,0.9,83.03,4.08,1.46,4.79,20.89,116.48,11.06,0.08,0.0,536.79,0.13,0.0,9.72,0.14,0.09,0.0,8.0,0.95,,,,,,,,,,,1.37,0.64,1.34,939.0,225.0
2477,"Canela, en polvo",10.58,0.0,1228.0,80.59,0.0,1.3,54.3,29.0,61.4,3.2,38.1,,55.6,500.0,3.9,0.14,15.0,26.3,0.08,0.01,25.8,0.0,0.25,28.5,0.0,1.97,,,,,,,,,,,0.48,0.53,0.65,1555.0,373.0
2478,Canelones,65.0,0.0,47.0,9.7,40.0,1.9,0.5,10.0,84.0,12.0,1.5,28.5,19.0,210.0,11.2,0.08,7.5,272.0,0.15,2.6,37.0,0.3,0.2,2.0,0.2,0.5,,,,,,,,,,,5.1,2.4,4.0,799.0,192.0
2479,Arroz con leche,78.9,0.0,109.0,16.4,9.0,0.81,0.1,5.0,96.0,1.3,0.2,6.3,14.0,138.0,3.3,0.13,1.9,38.0,0.04,0.15,18.0,0.24,0.09,0.0,0.1,0.3,,,,,,,,,,,0.31,0.08,0.77,383.0,92.0
2480,Batido de chocolate,83.1,0.0,111.0,9.8,13.0,0.75,0.8,5.0,95.0,3.6,0.3,7.2,22.0,192.0,2.7,0.09,1.9,49.0,0.04,0.09,36.17,0.36,0.04,1.0,0.0,0.4,0.025,0.088,0.302,0.146,0.202,0.022,0.003,0.001,,,1.0,0.1,2.3,346.0,83.0
2481,Batido de fresa,84.2,0.0,110.0,11.2,12.0,0.74,0.8,1.72,90.0,1.0,0.09,7.2,11.31,183.0,2.8,0.19,2.3,95.0,0.04,0.04,22.8,0.2,0.04,0.09,0.01,0.39,0.025,0.088,0.302,0.146,0.202,0.022,0.003,0.001,,,2.9,0.7,0.62,275.0,66.0
2482,Batido de soja,85.9,0.0,100.0,3.9,0.0,0.1,0.0,19.0,47.0,5.2,0.4,0.0,15.0,120.0,5.0,0.03,1.3,32.0,0.07,0.74,0.0,0.0,0.07,0.47,0.0,0.2,,,,,,,,,,,1.0,2.6,0.6,344.0,82.0
2483,Crema catalana,77.9,0.0,130.0,15.48,10.0,1.0,0.0,5.0,110.0,2.9,0.1,8.3,13.0,160.0,3.7,0.18,2.7,81.0,0.04,0.1,63.0,0.5,0.06,1.0,0.83,0.4,,,,,,,,,,,0.76,0.06,1.89,433.0,104.0
2484,Cremoso san millan,63.0,0.0,95.0,3.0,65.0,0.12,0.0,3.5,67.0,25.0,0.2,29.0,25.0,98.0,6.7,0.0,6.0,457.0,0.05,0.24,203.8,0.22,0.08,0.0,0.65,2.1,,,,,,,,,,,6.6,0.7,14.3,1090.0,262.0
2485,Cuajada,84.2,0.0,178.0,6.6,6.6,1.0,0.0,5.0,129.0,4.7,0.1,9.0,16.0,218.0,4.5,0.22,9.0,64.0,0.05,0.23,42.0,0.3,0.12,0.0,0.21,0.5,,,,,,,,,,,1.3,0.2,2.9,363.0,87.0
2486,Flan de huevo,70.0,0.0,91.0,20.4,147.0,0.43,0.0,9.0,107.0,3.4,0.7,33.0,13.0,122.0,4.8,0.17,4.6,63.0,0.05,0.23,95.0,0.6,0.1,0.0,0.58,0.6,,,,,,,,,,,1.82,0.53,2.03,554.0,133.0
2487,Helado de chocolate,55.7,0.0,109.0,28.2,34.0,0.226,1.2,16.0,107.0,11.0,0.93,0.0,29.0,249.0,3.8,0.194,2.5,76.0,0.042,0.3,10.4,0.29,0.055,0.7,0.2,0.58,3.191,1.235,0.84,0.9,0.4,0.172,0.003,,,,3.21,0.41,6.8,951.0,228.0
2488,Helado de fresa,60.0,0.0,120.0,27.6,29.0,0.17,0.9,12.0,100.0,8.4,0.21,0.0,14.0,188.0,3.2,0.255,1.9,60.0,0.045,0.0,96.0,0.3,0.05,7.7,0.0,0.34,3.191,1.235,0.84,0.9,0.4,0.172,0.003,,,,0.0,0.0,5.19,834.0,200.0
2489,Helado de nata,60.0,0.0,146.0,24.4,30.0,1.0,0.0,2.0,120.0,10.8,0.1,15.0,14.0,190.0,3.9,0.23,3.5,44.0,0.04,0.5,112.3,0.5,0.02,1.3,0.1,0.5,3.191,1.235,0.84,0.9,0.4,0.172,0.003,,,,2.8,0.3,7.3,881.0,211.0
2490,Leche de almendra,97.05,0.0,200.0,60.0,0.0,0.075,6.0,,280.0,5.5,2.0,,60.0,420.0,14.5,0.15,,18.0,6.0,0.09,120.0,,,,5.0,,,,,,,,,,,,0.76,1.02,0.43,1470.0,353.0
2491,Bebida de soja,87.9,0.0,100.0,5.76,0.0,0.883,1.3,1.0,47.0,1.84,0.8,0.0,28.0,191.0,3.2,0.42,1.3,3.0,0.12,0.74,2.0,0.0,0.062,0.0,0.0,0.39,,,,,,,,,,,0.314,0.802,0.206,220.0,53.0
2492,"Leche de vaca, desnatada, condensada, con azúcar",29.8,0.0,330.0,60.0,1.0,2.6,0.0,16.0,270.0,0.201,0.33,89.0,33.0,450.0,10.0,0.51,3.0,150.0,0.11,0.04,31.33,0.9,0.09,5.0,0.85,1.2,,,,,,,,,,,0.1,0.0,0.1,1197.0,287.0
2493,"Leche de vaca, entera",88.4,0.0,124.0,4.7,14.0,0.73,0.0,5.5,92.0,3.8,0.09,9.0,11.6,157.0,3.06,0.19,1.4,48.0,0.04,0.1,46.0,0.3,0.04,1.4,0.03,0.38,0.118,0.371,1.07,0.35,0.73,0.078,0.009,0.006,0.0016,,1.1,0.13,2.3,273.0,65.0
2494,Leche materna,87.8,0.0,29.0,7.0,16.0,0.517,0.0,8.0,15.0,4.03,0.058,5.1,3.2,47.0,1.15,0.038,3.3,13.0,0.015,0.278,69.5,0.05,0.014,6.5,0.07,0.134,,,,,,,,,,,1.523,0.435,2.031,288.0,69.0
2495,Preparado lácteo con omega 3,88.0,0.0,132.0,5.2,,,,30.0,,1.95,,,,,3.5,,,,,1.5,120.0,0.4,0.3,,0.75,,,0.018,0.186,0.157,1.471,0.203,,,0.019,0.026,1.4,0.27,0.23,220.0,53.0
2496,Mousse de chocolate,41.9,0.0,132.0,37.8,35.0,0.24,2.3,4.0,101.0,8.1,0.5,0.45,19.0,201.0,5.1,0.16,6.1,63.0,0.03,0.19,57.0,0.2,0.1,0.0,0.15,0.3,,,,,,,,,,,2.59,0.25,4.79,1029.0,247.0
2497,Natillas sabor vainilla,77.9,0.0,130.0,15.48,10.0,1.0,0.0,5.0,110.0,2.9,0.1,8.3,13.0,160.0,3.7,0.18,2.7,81.0,0.04,0.1,63.0,0.5,0.06,1.0,0.03,0.4,0.1532,0.466,1.392,0.3144,0.9788,0.1184,0.0124,0.0,0.0,0.0,0.76,0.06,1.89,433.0,104.0
2498,Queso azul,43.65,0.0,526.0,0.0,88.0,3.517,0.0,40.0,362.0,29.8,0.18,9.0,39.0,128.0,21.13,0.5,2.0,787.0,0.043,0.77,290.0,0.59,0.18,0.0,0.23,4.1,,,,,,,,,,,8.24,0.768,17.55,1462.0,351.0
2499,Queso brie,50.5,0.0,256.0,0.0,80.0,5.8,0.0,,303.0,30.7,0.6,4.0,27.0,119.0,17.2,0.5,14.5,593.0,0.06,0.5,320.0,1.7,0.2,0.0,0.2,2.0,,,,,,,,,,,8.59,0.89,19.35,1428.0,343.0
2500,"Queso cabra, curado",29.08,0.0,190.0,0.0,100.0,7.233,0.0,53.0,796.0,39.6,1.1,2.0,26.0,114.0,27.6,1.2,5.5,790.0,0.14,0.9,437.0,1.5,0.1,0.0,0.2,2.9,,,,,,,,,,,10.602,2.4,25.4,1934.0,464.0
2501,Queso cabrales,41.8,0.0,358.0,0.0,90.0,6.3,0.0,20.0,379.0,32.6,0.5,2.0,16.0,95.0,21.5,0.3,14.5,1067.0,0.03,0.6,388.0,1.5,0.1,0.0,0.25,2.3,,,,,,,,,,,10.1,1.2,19.38,1572.0,377.0
2502,"Queso curado, genérico",27.0,0.0,848.0,0.51,74.4,8.2,0.0,21.8,470.0,34.0,0.75,4.1,33.5,82.0,35.77,0.33,12.0,620.0,0.04,0.61,234.0,1.5,0.2,0.0,0.9,3.2,,,,,,,,,,,9.9,1.0,21.3,1875.0,450.0
2503,Queso de bola,42.3,0.0,746.0,0.0,80.0,6.3,0.0,20.0,462.0,28.3,0.6,1.7,73.0,64.0,20.7,0.4,14.5,778.0,0.04,0.8,238.0,1.5,0.1,0.0,0.18,2.6,,,,,,,,,,,7.92,0.91,17.3,1399.0,336.0
2504,Queso edam,42.3,0.0,746.0,0.0,80.0,6.1,0.0,20.0,462.0,28.3,0.6,45.0,30.0,746.0,20.7,0.4,20.5,440.0,0.04,0.8,238.0,1.5,0.1,0.0,0.18,2.6,,,,,,,,,,,7.92,0.91,17.3,1399.0,336.0
2505,Queso emmental,36.7,0.0,1029.0,0.0,110.0,7.1,0.0,9.0,746.0,28.8,0.8,2.0,45.0,98.0,27.3,0.34,11.0,275.0,0.05,0.35,231.0,2.2,0.1,0.0,0.3,2.3,0.989,3.577,9.288,3.426,7.908,0.489,0.276,,,,8.9,1.0,17.3,1530.0,367.0
2506,Queso en porciones,54.0,0.0,276.0,2.5,94.0,4.2,0.0,5.0,535.0,25.5,0.1,38.5,30.0,150.0,18.0,0.3,14.5,935.0,0.03,1.0,299.0,0.3,0.01,0.0,0.28,0.5,0.778,2.537,7.415,3.256,4.95,0.589,0.102,0.033,0.005,,10.1,1.05,14.24,1292.0,310.0
2507,Queso fresco de burgos,68.4,0.0,338.0,2.5,14.5,4.1,0.0,14.0,170.0,15.4,0.5,4.8,16.0,121.0,12.4,0.17,14.5,272.0,0.02,0.56,194.0,0.66,0.08,0.0,0.0,1.3,,,,,,,,,,,4.28,0.74,9.46,823.0,198.0
2508,Queso manchego,40.3,0.0,765.0,0.5,87.8,4.6,0.0,21.3,520.0,30.4,0.64,34.0,36.0,100.0,28.77,0.3,1.6,670.0,0.04,0.62,360.0,1.5,0.2,0.0,0.28,4.0,0.034,0.061,0.1925,0.051,0.1384,0.0136,0.155,0.055,,,9.0,0.763,18.9,1622.0,389.0
2510,Queso mozzarella,64.4,0.0,632.0,0.0,78.0,0.14,0.0,10.0,428.0,16.1,0.2,,24.0,67.0,19.5,0.27,14.5,373.0,0.03,,,,0.6,0.0,,,,,,,,,,,,,4.01,0.4,8.67,927.0,223.0
2511,Queso para untar,47.7,0.0,420.0,2.3,94.1,4.167,0.0,15.1,754.0,32.4,0.1,38.5,32.3,149.0,15.63,0.34,2.7,925.0,0.03,1.0,299.0,0.28,0.08,0.0,0.28,0.54,,,,,,,,,,,9.9,1.0,19.6,1504.0,361.0
2512,Queso parmesano,30.5,0.0,1275.0,0.0,80.0,7.7,0.0,20.0,782.0,26.5,0.7,2.0,46.0,113.0,32.3,0.33,23.9,839.0,0.02,0.9,368.0,1.5,0.1,0.0,0.46,5.3,1.001,3.215,8.448,2.655,6.696,0.6364,0.1454,,,,7.7,0.58,16.7,1530.0,367.0
2513,"Queso rallado, genérico",36.7,0.0,881.0,0.0,120.0,6.4,0.0,10.0,581.0,32.1,0.349,2.0,33.0,86.0,26.92,0.319,1.6,588.0,0.018,0.8,240.17,2.0,0.128,0.0,0.26,4.1,,,,,,,,,,,9.3,1.73,17.12,1645.0,395.0
2514,Queso roquefort,41.6,0.0,600.0,0.0,100.0,5.6,0.0,49.0,445.0,32.8,0.5,2.0,25.0,600.0,15.4,0.7,14.5,1522.0,0.2,0.77,309.0,0.6,0.1,0.0,0.2,2.0,,,,,,,,,,,9.1,1.4,20.6,1475.0,354.0
2515,"Queso semicurado, genérico",38.0,0.0,765.0,0.5,87.8,6.7,0.0,21.3,520.0,30.4,0.64,34.1,36.0,100.0,29.0,0.3,1.6,670.0,0.04,0.62,360.0,1.5,0.8,0.0,0.28,4.0,,,,,,,,,,,9.0,0.72,18.9,1626.0,390.0
2516,"Queso tierno, genérico",47.0,0.0,470.0,0.0,70.0,5.2,0.0,20.0,520.0,25.4,0.9,34.0,28.0,100.0,26.0,0.3,1.6,670.0,0.02,0.6,218.0,1.4,0.2,0.0,0.18,3.0,,,,,,,,,,,7.28,0.73,13.68,1382.0,332.0
2517,Requesón,80.1,0.0,95.0,3.3,13.0,2.917,0.0,27.0,150.0,4.3,0.3,2.0,9.0,88.0,12.31,0.25,4.0,230.0,0.029,0.07,22.3,0.78,0.08,0.0,0.03,0.6,,,,,,,,,,,1.16,0.14,2.045,424.0,102.0
2518,"Leche fermentada, bifidobacterium, entera, natural",88.6,0.0,141.0,4.4,3.0,0.42,0.0,5.0,107.0,3.4,0.1,4.0,13.0,180.0,3.6,0.18,1.0,51.0,0.04,0.3,33.5,0.3,0.09,1.0,0.2,0.4,0.061,0.187,0.489,0.146,0.296,0.009,0.006,,,,0.9,0.1,2.2,262.0,63.0
2519,Batido fermentado de soja,78.18,0.0,176.0,17.06,0.0,0.1,0.6,19.0,47.0,1.18,0.64,0.0,15.0,120.0,2.35,0.03,1.3,15.0,0.07,0.0,0.0,0.0,,17.6,0.0,0.2,,,0.4176,0.2088,0.7772,1.264,0.1305,,,,1.0,2.6,0.0,374.0,90.0
2520,Yogur griego,78.0,0.0,150.0,5.4,11.0,1.6,0.0,6.0,130.0,10.2,0.3,4.0,12.0,150.0,6.4,0.36,2.0,71.0,0.03,0.38,121.0,0.2,0.05,0.0,0.05,0.5,0.1228,0.35,0.9062,0.3726,0.5722,0.009,0.03,0.015,0.01,0.015,2.46,0.28,6.8,578.0,139.0
2521,"Yogur líquido, ""tipo actimel""",87.5,0.0,146.0,4.4,3.0,0.42,0.0,5.0,103.0,3.4,0.1,4.0,12.0,183.0,3.6,0.18,1.0,55.0,0.04,0.3,33.0,0.3,0.1,1.0,0.2,0.4,,,,,,,,,,,0.9,0.1,2.2,262.0,63.0
2524,"Yogur, desnatado, con cereales, manzana y ciruela",81.8,0.0,105.0,13.1,0.3,0.43,1.1,16.0,95.0,0.2,0.155,14.4,9.8,117.1,3.8,0.19,1.0,35.2,0.03,0.0,10.7,0.4,0.42,0.0,0.0,0.341,,,,,,,,,,,0.1,0.0,0.1,295.0,71.0
2525,"Yogur, desnatado, con ciruela, albaricoque y fibra",85.9,0.0,111.4,9.9,1.2,0.8,1.3,3.8,,0.1,0.221,16.8,11.5,126.2,4.1,0.16,2.4,44.6,0.03,2.4,160.0,0.3,0.05,1.4,1.0,0.34,,,,,,,,,,,0.0,0.0,0.0,242.0,58.0
2526,"Yogur, desnatado, con fresa, grosella y fibra",85.9,0.0,110.6,9.9,1.2,0.8,1.3,3.8,79.1,0.1,0.172,16.8,11.8,129.9,4.1,0.16,2.4,46.0,0.03,2.4,160.0,0.3,0.05,1.4,1.0,0.354,,,,,,,,,,,0.0,0.0,0.0,242.0,58.0
2527,"Yogur, desnatado, con frutas",81.8,0.0,112.13,13.1,0.3,0.43,1.1,16.0,95.0,0.2003,0.16,14.35,12.78,210.0,3.83,0.19,1.0,64.0,0.03,0.0,10.67,0.4,0.42,0.0,0.0,0.33,,,,,,,,,,,0.1,0.0,0.1,295.0,71.0
2528,"Yogur, desnatado, con melocotón, frambuesa y fibra",85.9,0.0,110.2,9.9,1.2,0.8,1.3,3.8,79.1,0.1,0.144,16.8,10.3,118.8,4.1,0.16,2.4,43.4,0.03,2.4,160.0,0.3,0.05,1.4,1.0,0.347,,,,,,,,,,,0.0,0.0,0.0,242.0,58.0
2530,"Yogur, desnatado, sabor natural",89.1,0.0,140.0,6.3,1.0,1.2,0.0,4.7,109.0,0.32,0.09,5.3,13.7,187.0,4.3,0.19,1.0,57.0,0.04,0.0,0.8,0.4,0.08,1.6,0.0,0.44,,,,,,,,,,,0.15,0.0,0.11,192.0,46.0
2531,"Yogur, desnatado, sabor natural, azucarado",81.4,0.0,149.0,13.8,1.0,0.86,0.0,5.0,123.0,0.3,0.1,5.0,17.0,191.0,4.5,0.19,1.0,66.0,0.04,0.03,0.8,0.3,0.1,4.0,0.0,0.4,,,,,,,,,,,0.1,0.0,0.11,322.0,77.0
2532,"Yogur, desnatado, aromatizado sabor s/e",86.1,0.0,183.0,7.0,6.0,0.115,0.0,11.0,144.0,1.6,0.08,5.0,17.0,234.0,5.3,0.21,3.3,70.0,0.04,0.04,16.0,0.56,0.085,0.8,0.01,0.89,,,,,,,,,,,0.43,0.0,1.0,268.0,64.0
2533,"Yogur, entero, con cereales y fresas",80.7,0.0,98.9,11.8,13.0,0.124,0.5,23.0,95.0,3.3,0.361,24.3,13.9,138.1,3.5,0.163,1.3,52.8,0.036,0.084,28.1,0.15,0.042,0.1,0.093,0.415,,,,,,,,,,,0.9,0.1,2.1,382.0,92.0
2534,"Yogur, entero, con frutas del bosque",80.6,0.0,100.9,11.9,13.0,0.124,0.5,23.0,88.0,3.2,0.346,24.3,10.1,120.9,3.3,0.163,1.3,35.6,0.036,0.082,27.2,0.15,0.042,0.0,0.092,0.319,,,,,,,,,,,0.9,0.1,2.1,377.0,90.0
2535,"Yogur, líquido, entero, con fresas",81.3,0.0,105.5,12.2,12.0,0.124,0.5,23.0,88.0,3.1,0.086,24.3,9.0,91.0,3.3,0.163,1.3,36.2,0.036,0.079,26.4,0.15,0.042,0.0,0.091,0.295,,,,,,,,,,,0.8,0.1,2.0,378.0,91.0
2536,"Yogur, líquido, entero, con frutas",80.6,0.0,118.0,11.9,13.0,0.42,0.5,23.0,88.0,3.2,0.085,24.3,,152.0,3.3,0.163,1.3,41.0,0.036,0.082,27.2,0.15,0.042,0.0,0.092,0.469,,,,,,,,,,,0.9,0.1,2.1,377.0,90.0
2537,"Yogur, líquido, entero, sabor fresa",75.6,0.0,92.2,15.6,11.0,0.44,0.0,13.5,140.0,3.4,0.046,6.0,8.6,103.2,5.4,0.17,1.0,29.7,0.03,0.08,27.4,0.17,0.05,0.94,0.05,0.294,,,,,,,,,,,0.97,0.08,2.1,483.0,116.0
2538,"Yogur, líquido, entero, sabor fresa y plátano",75.6,0.0,92.8,15.6,11.0,0.44,0.0,13.5,140.0,3.4,0.05,6.0,9.1,99.9,5.4,0.17,1.0,27.9,0.03,0.08,27.4,0.17,0.05,0.94,0.05,0.301,,,,,,,,,,,0.97,0.08,2.1,483.0,116.0
2539,"Yogur, líquido, entero, sabor frutas del bosque",75.6,0.0,88.7,15.6,11.0,0.44,0.0,13.5,140.0,3.4,0.043,6.0,7.9,106.7,5.4,0.17,1.0,31.2,0.03,0.08,27.4,0.17,0.05,0.94,0.05,0.287,,,,,,,,,,,0.97,0.08,2.1,483.0,116.0
2540,"Yogur, líquido, entero, sabor piña y coco",75.6,0.0,88.4,15.6,11.0,0.44,0.0,13.5,140.0,3.4,0.05,6.0,9.1,102.1,5.4,0.17,1.0,27.9,0.03,0.08,27.4,0.17,0.05,0.94,0.05,0.296,,,,,,,,,,,0.97,0.08,2.1,483.0,116.0
